first_name,last_name,email,sold_at,make,model,value
Sofia,Sanders,sofia.sanders@aol.com,2020-11-28T06:02:06.058+04:00,MINI,Hardtop 4 Door,50528.66968
Patrick,Rivera,p.m.rivera@gmail.com,2021-06-28T05:58:12.529+04:00,Chevrolet,Suburban 2500,14021.2402
Alexis,Mitchell,a_d_mitchell38@gmail.com,2021-04-16T08:24:33.157+04:00,Mercedes-Benz,SL-Class,11798.00206
Justin,Torres,justin@outlook.com,2019-09-07T10:58:26.287+04:00,Mitsubishi,Eclipse,80086.81335
Grace,Clark,gclark2@rocketmail.com,2021-11-24T00:48:42.758+04:00,Mitsubishi,Galant,28628.70952
Sophia,Carter,sophia.anne.carter@live.com,2015-01-11T21:38:10.601+04:00,Mercedes-Benz,Sprinter 2500 Cargo,67168.30346
Audrey,Hill,audrey.a.hill@aol.com,2018-03-09T06:16:15.157+04:00,GMC,Envoy,52763.84347
Maria,King,m.m.king@outlook.com,2010-08-07T17:44:58.569+04:00,Land Rover,Range Rover Sport,25699.64454
Austin,Wood,awood@yahoo.com,2022-08-08T11:55:46.992+04:00,Kia,Soul EV,80172.71394
Mark,Walker,mwalker@ymail.com,2017-10-18T05:22:14.190+04:00,BMW,X5,70500.1745
Courtney,Alexander,c.alexander@gmail.com,2016-12-24T10:36:25.316+04:00,Cadillac,Escalade EXT,26147.80786
Christina,Gray,christinaelizabethgray@live.com,2018-09-14T06:26:54.059+04:00,Toyota,Land Cruiser,29036.6838
Dylan,Campbell,dylancampbell@gmail.com,2014-04-28T21:13:39.523+04:00,Chevrolet,Express 1500 Passenger,52997.76222
Michelle,Robinson,michelle.m.robinson@ymail.com,2011-06-06T06:40:40.093+04:00,Buick,Regal,67507.35418
Maria,Nelson,m_nelson@aol.com,2011-08-30T00:56:42.333+04:00,Volvo,S80,5575.651096
Gabriel,Price,gtprice35@yahoo.com,2016-12-13T23:04:41.435+04:00,Chevrolet,Malibu,89311.78689
Erin,Martin,e_i_martin@live.com,2020-11-30T04:00:01.810+04:00,Chevrolet,Suburban 1500,11089.85174
Melissa,Foster,m_foster@gmail.com,2016-02-24T00:38:40.975+04:00,Mercury,Mariner,52574.74882
Layla,Young,l_young@yahoo.com,2019-09-10T06:17:46.830+04:00,Honda,Pilot,4826.606154
Richard,Torres,r.torres@yahoo.com,2012-04-21T11:44:49.427+04:00,Oldsmobile,Cutlass Ciera,8289.718031
Elizabeth,Washington,e_l_washington@ymail.com,2022-03-31T14:53:37.233+04:00,Pontiac,Sunfire,50630.94333
Mary,Ward,m_ward@ymail.com,2018-01-14T14:31:26.211+04:00,Oldsmobile,Cutlass Ciera,4585.397305
Andrew,Ross,a.ross@aol.com,2016-03-26T14:53:03.777+04:00,Nissan,370Z,93822.40531
Evelyn,Lopez,evelyn_lopez@hotmail.com,2013-11-30T07:27:49.372+04:00,Nissan,Pathfinder,15767.33336
Patrick,Butler,patrick.alexander.butler@hotmail.com,2017-07-26T10:50:29.813+04:00,Mitsubishi,Mighty Max Regular Cab,12116.99152
Christopher,Wright,cawright@live.com,2017-04-10T02:17:59.244+04:00,Chevrolet,Express 1500 Cargo,11250.9299
Sarah,Wilson,sarahruthwilson@rocketmail.com,2013-07-02T06:19:29.812+04:00,Lincoln,Town Car,38125.74458
Owen,Hall,owen@yahoo.com,2014-10-16T22:58:39.324+04:00,Nissan,370Z,48477.83926
Eric,Bennett,ericw@gmail.com,2011-08-18T04:38:17.173+04:00,Ford,Crown Victoria,4214.405248
Kimberly,Barnes,k.barnes@ymail.com,2019-10-08T13:46:24.983+04:00,Lotus,Elise,18698.008
Chelsea,Howard,c_i_howard@yahoo.com,2021-06-25T05:10:46.507+04:00,Acura,RL,4728.285447
Nicholas,Hernandez,nicholashernandez@rocketmail.com,2010-06-29T13:11:24.699+04:00,Volkswagen,Jetta,17441.25487
Lauren,Jackson,lnjackson@ymail.com,2012-03-18T22:16:11.135+04:00,Lexus,RX,60214.26147
Sean,Bryant,s.r@ymail.com,2015-08-30T09:28:13.503+04:00,Mercedes-Benz,SLK-Class,94162.82534
Jeremy,Robinson,j.f.robinson68@yahoo.com,2010-05-13T14:43:50.587+04:00,Chevrolet,Corvette,54687.88368
Gabriel,Watson,gabrielwatson@live.com,2015-09-04T08:47:25.693+04:00,Toyota,Tundra CrewMax,52370.40614
Alexis,Collins,alexis@aol.com,2013-11-05T07:37:49.805+04:00,Chevrolet,Silverado 3500 HD Regular Cab,80110.68903
Grace,Watson,g_f_watson@ymail.com,2019-02-14T12:28:53.258+04:00,GMC,Savana 3500 Passenger,40496.3205
Alexis,Butler,alexis_butler@hotmail.com,2012-10-18T20:30:17.900+04:00,Chevrolet,Express 3500 Cargo,53968.69283
Stephanie,Murphy,stephaniemurphy@ymail.com,2012-07-14T18:18:28.310+04:00,Ford,Probe,24951.60036
Sophia,Phillips,s.phillips5@gmail.com,2017-09-23T12:15:40.422+04:00,Plymouth,Laser,18339.8831
Alexandra,Parker,alexandra_jane@outlook.com,2015-07-17T20:32:48.360+04:00,Ford,F150 SuperCrew Cab,23033.12129
Sophia,Adams,sadams@live.com,2013-06-11T14:42:53.319+04:00,Porsche,718 Cayman,6336.023586
Benjamin,King,b.king@outlook.com,2022-02-02T02:51:09.833+04:00,Chevrolet,Tracker,2215.663936
Ashley,Cook,arcook47@yahoo.com,2010-08-12T11:22:31.595+04:00,INFINITI,JX,3444.810654
Tyler,Thomas,tyler.a55@gmail.com,2014-03-15T05:56:14.310+04:00,Chevrolet,Corsica,8654.542964
Melissa,Henderson,melissam@outlook.com,2011-06-02T07:52:34.577+04:00,Oldsmobile,Achieva,22389.87718
Emily,Ramirez,emily.l.ramirez@live.com,2021-03-16T23:48:30.736+04:00,Volkswagen,Jetta,13031.41572
Kyle,Perry,kyleperry@ymail.com,2020-01-01T19:03:01.803+04:00,Rolls-Royce,Dawn,67480.71709
Elizabeth,Parker,e_m_parker@rocketmail.com,2021-07-06T09:44:26.650+04:00,Volkswagen,Touareg,3460.391497
Jose,Kelly,j.kelly@gmail.com,2017-04-02T20:11:43.594+04:00,Pontiac,Sunfire,5062.620077
Samuel,Young,s_young@rocketmail.com,2022-01-08T10:50:37.903+04:00,Audi,Cabriolet,23418.9015
Melissa,Thomas,melissa.thomas@live.com,2017-05-28T08:11:44.601+04:00,Porsche,Boxster,5481.492972
Jose,Ramirez,jm@hotmail.com,2012-07-29T13:43:51.403+04:00,MAZDA,MAZDA3,34064.80102
Brittany,Williams,brittany.williams@live.com,2013-09-12T18:13:07.075+04:00,Ferrari,FF,73847.25873
Tyler,Brown,tylereugene@ymail.com,2021-08-06T11:04:55.385+04:00,Saturn,VUE,72677.89034
Layla,Brown,l.brown@ymail.com,2012-05-30T10:09:22.177+04:00,Dodge,Stratus,42463.61719
Timothy,Reed,t_l_reed53@rocketmail.com,2021-04-20T23:34:13.959+04:00,Nissan,300ZX,8480.701253
Ryan,Hernandez,r.hernandez@outlook.com,2020-04-03T23:27:43.290+04:00,GMC,Yukon,5754.279176
Emily,Wood,ewood@hotmail.com,2013-11-27T01:29:58.595+04:00,Audi,S6,6692.72852
Haley,Murphy,haley_k_murphy@live.com,2014-10-27T13:46:43.023+04:00,Subaru,Impreza,50294.04288
Sara,Phillips,s.phillips@gmail.com,2022-01-01T20:48:27.530+04:00,GMC,Sierra 3500 Crew Cab,44907.24661
Eleanor,Watson,e.r.watson@rocketmail.com,2015-11-01T22:08:24.359+04:00,Kia,Rio,27322.69136
Emma,Scott,e.scott36@gmail.com,2010-08-23T08:47:56.004+04:00,Nissan,Altima,88425.8819
Amanda,Cook,a.cook@rocketmail.com,2018-05-26T06:22:55.476+04:00,Volkswagen,Eos,31830.51052
Gabriel,Morris,g_morris@live.com,2019-12-21T04:04:14.239+04:00,Freightliner,Sprinter 2500 Cargo,18411.87415
Aaron,Martin,a.j.martin@hotmail.com,2011-03-11T19:16:12.049+04:00,Toyota,Tacoma Xtracab,61481.89757
Mark,Ross,m_ross1@yahoo.com,2017-09-07T02:33:55.507+04:00,Kia,Rio,32935.5561
Mary,Johnson,m_j@hotmail.com,2013-11-10T15:06:17.433+04:00,Mercedes-Benz,G-Class,40638.08357
Layla,Cook,layla_ruth_cook@aol.com,2021-11-05T00:38:02.847+04:00,Hyundai,Accent,32102.81789
Maria,Parker,maria.parker@aol.com,2011-03-23T16:09:49.920+04:00,Honda,Passport,15744.24486
Aubrey,Scott,a.r.scott@hotmail.com,2014-11-20T07:18:29.214+04:00,Audi,S3,45074.34932
Ryan,Torres,r_torres@gmail.com,2015-07-19T00:09:11.127+04:00,Ram,2500 Mega Cab,71436.21484
Christopher,Griffin,christopher39@rocketmail.com,2011-06-10T07:50:24.019+04:00,Buick,Skylark,21427.43288
Joshua,Edwards,j_a_edwards@gmail.com,2019-04-29T00:49:29.498+04:00,Mercedes-Benz,400 SE,11983.28629
Charles,Price,caprice@rocketmail.com,2019-09-03T04:23:02.504+04:00,Mercedes-Benz,E-Class,20934.32655
Andrew,King,andrew_thomas_king65@live.com,2016-10-26T18:05:48.578+04:00,Chevrolet,Suburban,31504.8459
Sebastian,Allen,s_g_allen@yahoo.com,2011-12-21T20:35:06.435+04:00,GMC,Sierra 2500 HD Extended Cab,22221.67839
Alexis,Brooks,alexis43@outlook.com,2020-02-25T00:21:38.395+04:00,Isuzu,Rodeo,29983.57256
Heather,Thomas,hthomas@ymail.com,2017-04-06T20:14:42.984+04:00,GMC,Sierra (Classic) 3500 Extended Cab,12611.97046
Tiffany,Reed,tiffanyreed@aol.com,2019-08-06T00:31:56.025+04:00,Chevrolet,Volt,56173.57522
Erin,Brown,e_brown@rocketmail.com,2019-08-23T20:27:54.762+04:00,Subaru,BRZ,14144.00214
Thomas,Nelson,thomas_nelson@gmail.com,2017-02-15T20:23:37.272+04:00,Dodge,Ram 3500 Mega Cab,10189.83655
Layla,Walker,layla_s@live.com,2018-05-18T12:46:53.046+04:00,FIAT,500 Abarth,22226.505
Olivia,Baker,o.m.baker@outlook.com,2015-11-20T16:00:01.541+04:00,Volkswagen,Jetta III,35139.3382
Timothy,Scott,t.scott@outlook.com,2016-05-02T00:34:02.281+04:00,Ford,Thunderbird,7742.481457
Amanda,Davis,adavis90@gmail.com,2013-03-12T13:46:10.342+04:00,Acura,CL,62934.45492
Justin,Cooper,j_g_cooper23@outlook.com,2022-03-18T03:01:38.288+04:00,Ford,Excursion,54038.17866
Anthony,Young,anthony_scott_young@aol.com,2013-07-08T03:51:47.133+04:00,MAZDA,MPV,2893.190023
Aubrey,Griffin,aubreygriffin@rocketmail.com,2019-02-18T05:30:32.606+04:00,Buick,Enclave,32016.16773
Matthew,Garcia,m.garcia@gmail.com,2012-07-12T03:41:15.244+04:00,Bentley,Continental,8147.081507
Rachel,Clark,rclark@live.com,2021-08-04T14:02:41.946+04:00,Jeep,Cherokee,53350.57965
Gabriel,Stewart,gabriel.stewart@live.com,2021-10-27T13:58:02.012+04:00,BMW,X5,16346.64421
Natalie,Watson,natalie_lee_watson@outlook.com,2011-11-02T17:09:32.367+04:00,Lincoln,Blackwood,35335.77144
Brandon,James,b_j_james@hotmail.com,2012-09-29T10:12:09.657+04:00,Chevrolet,Express 2500 Cargo,81170.61172
Austin,Ward,austin_alexander_ward@rocketmail.com,2013-11-22T13:46:39.596+04:00,Dodge,Ram 1500 Crew Cab,37868.88512
Melissa,Simmons,m.simmons@rocketmail.com,2010-11-22T09:02:45.087+04:00,Toyota,Prius c,61483.16136
Christina,Brooks,christina_elizabeth_brooks23@outlook.com,2015-07-02T20:39:13.171+04:00,Ford,E150 Super Duty Cargo,12465.99285
Olivia,Carter,olivia_g_carter@outlook.com,2019-06-06T01:58:10.960+04:00,Hyundai,Elantra,8573.562408
Evelyn,Roberts,emroberts@yahoo.com,2017-09-14T04:51:59.114+04:00,Jeep,Wrangler,5264.573555
Kelsey,Johnson,kjohnson@aol.com,2020-07-25T22:55:48.537+04:00,Ram,Dakota Extended Cab,47732.47203
Kyle,Long,kyle_long97@gmail.com,2012-12-12T00:44:33.380+04:00,Hyundai,Tiburon,34528.67886
Isaac,Stewart,isaac_william_stewart@outlook.com,2018-08-30T16:54:53.752+04:00,Acura,TLX,17445.20222
Jeremy,Hernandez,jlhernandez@hotmail.com,2018-06-11T04:59:33.004+04:00,GMC,Jimmy,46470.99072
Adam,Murphy,adam.a.murphy@gmail.com,2015-10-26T12:51:22.110+04:00,GMC,Savana 2500 Passenger,18841.56571
Kayla,Hernandez,kayla.a.hernandez@ymail.com,2017-01-15T05:14:55.653+04:00,Chevrolet,S10 Extended Cab,37659.84897
Eleanor,Ross,e_m_ross21@rocketmail.com,2012-11-29T18:45:45.126+04:00,Mercedes-Benz,Metris Passenger,42804.08067
Anna,Baker,a.baker64@outlook.com,2013-02-26T17:29:39.051+04:00,Dodge,Ram 2500 Regular Cab,51659.5973
Brian,Coleman,brianmcoleman@gmail.com,2015-04-14T03:23:19.234+04:00,MAZDA,MX-5 Miata,61745.79802
Aaron,Green,aarongreen@yahoo.com,2012-11-23T16:58:39.438+04:00,Mitsubishi,Raider Double Cab,14334.82235
Jason,Stewart,jason_m_stewart@gmail.com,2012-02-17T15:45:30.454+04:00,Volvo,S40,29986.83419
Jeremy,Kelly,jeremy_g_kelly@rocketmail.com,2021-07-01T18:42:48.515+04:00,Buick,Cascada,29733.18931
Alexander,Rodriguez,a.t.rodriguez@live.com,2010-08-21T13:51:39.717+04:00,Isuzu,Axiom,9917.430817
Patrick,Gray,p_e_gray@aol.com,2014-03-25T19:54:01.579+04:00,Chevrolet,Silverado 2500 HD Regular Cab,6339.395873
John,White,j.white@yahoo.com,2014-03-27T17:04:16.597+04:00,Mitsubishi,Montero Sport,3373.407675
Danielle,Ramirez,dramirez@rocketmail.com,2012-07-22T04:19:07.448+04:00,Mercedes-Benz,Sprinter 3500 Cargo,41792.59643
Isaac,Russell,isaac_w@rocketmail.com,2011-04-02T14:49:57.679+04:00,Chevrolet,Silverado 2500 HD Crew Cab,13046.06368
Theodore,Bryant,tbryant@ymail.com,2022-01-29T22:06:12.993+04:00,Lamborghini,Gallardo,10602.52261
Hannah,Diaz,hannah.m.diaz@rocketmail.com,2021-01-22T03:30:02.299+04:00,Ford,Transit 250 Van,21894.8373
Victoria,Cooper,vcooper@outlook.com,2017-10-30T17:41:30.500+04:00,Chevrolet,Silverado 2500 HD Regular Cab,12925.28193
Katherine,Bennett,k.l.bennett@live.com,2011-03-03T01:09:20.943+04:00,Dodge,Ram 2500 Regular Cab,5573.297772
Steven,Baker,s.r@hotmail.com,2017-06-13T13:36:37.185+04:00,Nissan,Sentra,9588.723538
Richard,Jenkins,rjenkins@aol.com,2012-08-01T10:38:58.560+04:00,Chevrolet,Malibu,13717.77587
Natalie,Russell,natalieleerussell@aol.com,2016-10-20T17:54:14.774+04:00,Mercedes-Benz,CLS-Class,11137.06013
Sebastian,Diaz,s.j.diaz@live.com,2018-12-29T18:51:03.881+04:00,Dodge,Ram 1500 Quad Cab,2503.864081
Natalie,Kelly,nataliekelly60@hotmail.com,2020-10-20T16:06:12.534+04:00,Toyota,Prius c,46127.36123
Mark,Butler,markbutler@outlook.com,2013-09-30T05:22:15.739+04:00,Chevrolet,Silverado 3500 Regular Cab,388.373651
Katherine,Davis,k.r.davis7@hotmail.com,2022-10-02T19:43:14.559+04:00,Toyota,Sequoia,2461.084438
William,Phillips,w_j_phillips@hotmail.com,2021-09-11T20:38:49.395+04:00,Dodge,Viper,76000.35181
Nathan,Hernandez,nathanahernandez22@yahoo.com,2016-04-27T21:07:39.687+04:00,Dodge,Dakota Regular Cab,7248.127435
Emily,Clark,emily_clark@ymail.com,2012-04-06T06:48:03.985+04:00,Dodge,Challenger,3514.894484
Abigail,Lewis,abigail_f_lewis60@gmail.com,2019-10-05T14:05:42.039+04:00,BMW,M5,4436.748545
Alyssa,Rivera,amrivera@outlook.com,2017-03-27T14:38:43.755+04:00,Chrysler,Concorde,16208.91554
Charlotte,Clark,c.clark@ymail.com,2017-04-21T20:10:10.205+04:00,Audi,Q5,15656.76635
Amanda,Cook,amanda.g.cook@hotmail.com,2018-06-03T15:02:54.777+04:00,GMC,Suburban 1500,37069.54705
Gabriel,Young,g.a.young@ymail.com,2015-06-21T23:18:41.038+04:00,Ford,Ranger Regular Cab,23560.46296
Andrew,Long,aelong@aol.com,2011-04-18T14:59:41.125+04:00,Ford,Tempo,12938.55295
Zachary,Howard,zachary.j.howard@aol.com,2011-10-29T05:57:36.503+04:00,Daewoo,Nubira,2859.862821
Amber,Lewis,a.lewis@yahoo.com,2012-07-12T01:37:28.203+04:00,Chevrolet,Malibu,84819.16294
Tyler,Barnes,t.barnes@yahoo.com,2014-04-26T18:26:56.961+04:00,Toyota,86,16597.48584
Heather,Allen,heather@yahoo.com,2012-06-25T05:44:50.946+04:00,Mitsubishi,Diamante,6719.763556
Alexis,Parker,a_j_parker@gmail.com,2015-01-17T00:08:09.723+04:00,Mercedes-Benz,SLK-Class,13297.10671
Patrick,Perry,p.perry@rocketmail.com,2012-07-22T17:29:21.650+04:00,Chevrolet,Silverado 1500 Regular Cab,9644.066516
Kimberly,Cook,kmcook@outlook.com,2018-04-22T23:03:44.602+04:00,Pontiac,Bonneville,9595.419063
Hannah,Morris,h_morris@outlook.com,2016-02-16T14:04:20.868+04:00,Honda,CR-V,639.0083283
Grace,Coleman,g_r_coleman41@yahoo.com,2012-01-04T03:22:16.358+04:00,Audi,A8,25324.67604
Layla,Davis,l.davis@rocketmail.com,2022-08-29T15:23:44.234+04:00,Ford,Escape,74428.21727
Andrew,Kelly,akelly78@hotmail.com,2010-02-20T02:50:50.189+04:00,Toyota,RAV4,67772.66847
David,Smith,d_smith@yahoo.com,2019-01-26T13:52:04.846+04:00,Rolls-Royce,Phantom,26262.78328
Benjamin,Young,b_s15@aol.com,2022-03-22T21:53:41.605+04:00,Porsche,Panamera,37777.14535
Melissa,Hayes,melissahayes@aol.com,2012-04-05T11:19:02.231+04:00,Buick,Regal,33865.78195
Thomas,Coleman,ta@live.com,2018-02-22T17:51:44.781+04:00,Chevrolet,Lumina Cargo,45504.90841
Tiffany,Collins,tscollins@aol.com,2014-11-09T00:10:05.306+04:00,Chevrolet,Suburban 1500,33278.88882
Joseph,Taylor,josephftaylor@rocketmail.com,2017-10-29T23:01:42.440+04:00,Saturn,S-Series,69068.78258
Sophia,Jones,s_jones17@gmail.com,2018-03-22T07:54:36.469+04:00,Audi,Q5,19095.29719
Alexis,Scott,ascott@hotmail.com,2012-04-06T11:45:30.800+04:00,Suzuki,Swift,31771.75055
Anna,Lee,anna_renee_lee@rocketmail.com,2021-01-15T17:29:54.698+04:00,Ford,Transit Connect Cargo,2472.008877
Mark,Walker,m.j.walker@rocketmail.com,2012-03-07T08:33:50.628+04:00,Chevrolet,Silverado 1500 Regular Cab,18282.60073
Amelia,Cox,amelia.cox@ymail.com,2015-08-25T03:08:11.665+04:00,Chevrolet,Equinox,46845.37942
Andrew,Green,andrew_green@gmail.com,2020-01-10T20:50:16.432+04:00,Nissan,Versa,13148.58733
Mateo,Hernandez,m.hernandez@yahoo.com,2019-05-21T20:22:05.141+04:00,Toyota,Sequoia,16594.87922
Lauren,Simmons,l.m.simmons@live.com,2011-06-01T05:36:53.721+04:00,BMW,M3,28854.81224
Anthony,Gonzales,anthonyfgonzales@hotmail.com,2021-11-27T02:51:42.720+04:00,INFINITI,G,31093.58682
Henry,Bennett,henry.bennett@aol.com,2022-02-09T07:57:14.021+04:00,Hyundai,Tiburon,64017.73574
Oliver,Edwards,o.r@ymail.com,2017-01-30T23:59:21.014+04:00,Ford,Escort,27342.68417
Brianna,Price,b.m@hotmail.com,2021-01-18T08:32:14.265+04:00,Nissan,Sentra,202.3659498
Sean,Rodriguez,sean_eugene_rodriguez@hotmail.com,2021-01-20T04:43:37.166+04:00,Dodge,Ram Wagon 2500,10587.67874
Lillian,Wood,lillian.wood@gmail.com,2014-01-11T20:31:44.671+04:00,Lexus,IS F,25745.14539
Brittany,Ward,brittanyrenee@live.com,2015-01-23T16:03:26.126+04:00,GMC,Canyon Regular Cab,57264.88378
Zachary,James,zachary.g.james@live.com,2022-08-17T17:00:30.767+04:00,GMC,Savana 1500 Cargo,8391.902945
Alexander,Torres,a_torres@rocketmail.com,2010-05-05T23:41:34.310+04:00,Lincoln,Aviator,9811.658097
Olivia,Young,omyoung@outlook.com,2016-06-08T06:54:18.353+04:00,Mercedes-Benz,300 SE,19638.69163
Stephen,Reed,stephenreed@yahoo.com,2012-05-27T17:11:49.078+04:00,MAZDA,MAZDA3,13901.94701
Kelsey,Moore,kelsey.moore@hotmail.com,2011-10-03T08:28:40.934+04:00,Aston Martin,Vanquish,19796.40571
Alexandra,Ramirez,alexandra_ramirez@yahoo.com,2015-10-16T23:09:45.264+04:00,Audi,A3,5498.237353
Joshua,Taylor,j_r_taylor50@hotmail.com,2019-05-19T13:58:34.669+04:00,GMC,2500 Club Coupe,17841.82285
Victoria,Lewis,victorialewis@outlook.com,2013-02-22T11:10:15.081+04:00,GMC,Sierra 2500 Crew Cab,10014.46558
Ethan,Gonzales,ethangonzales@yahoo.com,2011-08-25T18:40:57.887+04:00,Buick,Regal,17624.39166
Victoria,Adams,vadams@ymail.com,2015-02-23T02:48:40.229+04:00,GMC,Sierra 2500 HD Regular Cab,19063.38261
Sean,Sanders,s_j_sanders98@live.com,2019-12-02T03:57:17.478+04:00,Cadillac,Eldorado,4516.932736
Amber,Taylor,ataylor@hotmail.com,2020-07-18T07:06:41.519+04:00,Honda,Pilot,8199.751805
Gabriel,Foster,g.foster@rocketmail.com,2013-05-10T12:34:39.456+04:00,BMW,3 Series,53291.7322
David,Hughes,d.hughes6@gmail.com,2016-10-31T23:21:10.113+04:00,BMW,M3,27077.77965
Justin,Anderson,j_a_anderson@hotmail.com,2021-05-06T18:05:45.593+04:00,GMC,Yukon,12919.70288
Tyler,Alexander,tyleraalexander@yahoo.com,2011-03-12T07:53:11.222+04:00,Pontiac,Firebird,86459.00697
Richard,Clark,richardclark@aol.com,2019-01-14T17:56:48.083+04:00,Volvo,C70,40763.71366
Daniel,Cook,d_j_cook@live.com,2013-03-14T06:25:05.981+04:00,Chevrolet,Cruze,2331.801287
Jessica,Perez,jessica_l_perez@gmail.com,2015-08-03T10:33:46.042+04:00,Audi,R8,52150.42863
Tyler,Rivera,tyler.wayne.rivera@aol.com,2018-09-12T04:06:45.392+04:00,Volvo,C70,26885.14952
Brianna,Torres,b_k_torres@outlook.com,2012-08-06T19:45:10.366+04:00,Scion,tC,35493.49214
Maria,Nelson,maria.grace.nelson@yahoo.com,2014-10-01T02:02:06.021+04:00,Dodge,Viper,36069.21773
Olivia,Anderson,o.a.anderson@yahoo.com,2016-12-20T20:50:11.799+04:00,BMW,5 Series,14083.75086
Justin,Hill,justin@live.com,2015-11-23T17:03:25.290+04:00,Chevrolet,S10 Extended Cab,12098.25257
Charlotte,Perry,charlotte@ymail.com,2020-01-15T08:57:48.521+04:00,Mercedes-Benz,CLK-Class,14825.63484
Chelsea,Nelson,c.m.nelson@ymail.com,2011-11-30T02:14:12.527+04:00,Kia,Sedona,3611.82092
Joshua,Clark,jhclark@live.com,2010-06-09T13:55:12.237+04:00,Bentley,Flying Spur,47807.48868
Nathan,Phillips,nathanphillips@gmail.com,2022-09-06T03:40:15.984+04:00,Saturn,S-Series,63818.63936
Audrey,Bennett,abennett@gmail.com,2013-09-17T12:58:17.720+04:00,Chevrolet,Silverado 2500 HD Regular Cab,34054.6011
John,Johnson,j_w@live.com,2022-08-27T17:28:15.015+04:00,Nissan,Rogue,557.610078
Austin,Davis,a_j_davis@live.com,2018-09-22T12:53:03.544+04:00,Mercury,Sable,28756.23248
Brittany,Bryant,b.bryant@outlook.com,2012-07-31T09:55:33.785+04:00,Chrysler,Concorde,58772.73855
Tyler,Thompson,tyler_thompson@ymail.com,2021-09-05T11:53:09.447+04:00,Toyota,Tacoma Regular Cab,7458.042317
Joshua,Stewart,joshuastewart@yahoo.com,2021-04-16T09:24:43.437+04:00,Chevrolet,Traverse,17542.25068
Layla,Hill,l_hill@live.com,2013-10-30T17:27:46.882+04:00,Aston Martin,DBS,16341.77113
Laura,Johnson,lrjohnson29@rocketmail.com,2012-01-20T22:17:39.525+04:00,Nissan,Xterra,9554.708738
Amelia,Foster,amelia_may_foster@outlook.com,2014-08-11T09:45:53.633+04:00,Dodge,Ram 1500 Crew Cab,29885.99166
Julian,Cooper,juliancooper@aol.com,2012-07-01T08:21:03.538+04:00,Volvo,V70,15074.38969
Samuel,Powell,s.powell91@live.com,2013-04-19T23:56:51.919+04:00,GMC,Savana 1500 Cargo,34999.97294
Eleanor,Scott,e_r42@ymail.com,2012-10-04T07:50:42.027+04:00,Chevrolet,Prizm,42671.42597
Courtney,Lee,c_lee3@rocketmail.com,2014-03-12T11:37:16.068+04:00,Pontiac,G8,12293.45684
Erin,Moore,e.r.moore@ymail.com,2012-12-02T02:10:32.920+04:00,Aston Martin,Rapide S,60060.43684
Charlotte,Scott,charlotte.scott@aol.com,2012-01-21T10:37:22.962+04:00,Ford,Explorer Sport Trac,67992.45763
Gabriel,Walker,g_w_walker@ymail.com,2015-10-28T14:20:29.736+04:00,Nissan,Stanza,12247.1734
Owen,Carter,o.carter72@rocketmail.com,2020-02-03T11:12:52.221+04:00,Jeep,Wrangler,11771.72497
Emma,Long,emma@live.com,2019-09-18T12:07:27.747+04:00,Land Rover,LR4,51140.67554
Lillian,Carter,lillian_carter@live.com,2022-05-18T22:55:03.110+04:00,BMW,M6,24442.81022
Aubrey,Rogers,aubrey@live.com,2014-01-31T14:05:06.207+04:00,Hyundai,Veloster,77879.77976
Megan,Walker,m.j@rocketmail.com,2016-12-18T11:26:51.991+04:00,Oldsmobile,Achieva,16139.27795
Kevin,Wright,k_w_wright@yahoo.com,2020-09-01T11:06:48.169+04:00,Kia,Sorento,72706.52298
Alexis,Kelly,a_m_kelly@ymail.com,2016-02-14T23:32:28.003+04:00,Toyota,Highlander,26428.61743
David,Butler,dbutler@yahoo.com,2013-09-25T00:16:47.390+04:00,Mercedes-Benz,GL-Class,15180.68594
Brittany,Jones,brittany_jones83@yahoo.com,2019-09-10T02:32:20.217+04:00,Nissan,Titan Crew Cab,61227.14256
Adam,Carter,a_l_carter@outlook.com,2012-07-04T04:40:49.391+04:00,Cadillac,Escalade ESV,27201.87047
Steven,Young,stevenyoung@live.com,2011-06-01T13:03:25.128+04:00,Ford,GT,4541.600745
Melissa,Evans,m_evans@gmail.com,2010-08-07T04:01:28.838+04:00,Chevrolet,Silverado 2500 HD Crew Cab,49893.68678
Katherine,Rodriguez,katherine_rodriguez@outlook.com,2013-08-18T08:17:10.229+04:00,Nissan,Armada,17589.93481
Erin,Lewis,erinlewis@gmail.com,2010-07-28T19:23:06.864+04:00,Kia,Optima,27833.51198
Rebecca,Clark,rebecca_faith_clark@outlook.com,2015-09-08T16:50:08.004+04:00,MAZDA,CX-9,28236.04805
Victoria,Phillips,v_d11@gmail.com,2015-05-25T09:45:12.245+04:00,GMC,Envoy XUV,2083.75999
Mark,Mitchell,mwmitchell@ymail.com,2012-12-01T10:02:04.350+04:00,Ford,F150 SuperCrew Cab,11730.56841
Nicole,Campbell,ncampbell@hotmail.com,2018-11-15T10:54:12.682+04:00,Hyundai,Tucson,20022.24026
Aiden,Barnes,abarnes@rocketmail.com,2017-08-05T19:16:22.661+04:00,Pontiac,Vibe,7615.099627
Timothy,Carter,timothy.joseph@rocketmail.com,2019-07-18T13:43:41.021+04:00,Plymouth,Colt Vista,17521.86587
William,Morgan,william.robert.morgan@ymail.com,2020-10-25T16:54:30.710+04:00,Maybach,57,5947.610134
